model_name,drift_name,feature_selector_name,num_features,learning_threshold,iteration,accuracy,drifts_detected,model_args,ticker
hoeffdingtreeclassifier,adwin,selectkbest,5,500,1,0.545,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,5,500,2,0.545,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,5,500,3,0.545,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,5,500,4,0.545,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,5,500,5,0.545,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,5,500,1,0.544,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,5,500,2,0.545,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,5,500,3,0.547,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,5,500,4,0.545,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,5,500,5,0.545,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,5,500,1,0.545,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,5,500,2,0.545,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,5,500,3,0.545,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,5,500,4,0.545,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,5,500,5,0.545,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,5,500,1,0.529,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,5,500,2,0.529,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,5,500,3,0.529,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,5,500,4,0.529,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,5,500,5,0.529,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,5,500,1,0.788,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,5,500,2,0.788,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,5,500,3,0.788,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,5,500,4,0.788,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,5,500,5,0.788,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,5,500,1,0.788,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,5,500,2,0.788,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,5,500,3,0.788,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,5,500,4,0.788,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,5,500,5,0.782,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,5,500,1,0.788,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,5,500,2,0.788,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,5,500,3,0.788,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,5,500,4,0.788,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,5,500,5,0.788,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,5,500,1,0.789,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,5,500,2,0.789,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,5,500,3,0.789,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,5,500,4,0.789,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,5,500,5,0.789,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,7,500,1,0.548,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,7,500,2,0.548,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,7,500,3,0.548,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,7,500,4,0.548,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,7,500,5,0.548,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,7,500,1,0.548,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,7,500,2,0.544,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,7,500,3,0.548,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,7,500,4,0.548,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,7,500,5,0.548,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,7,500,1,0.548,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,7,500,2,0.548,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,7,500,3,0.548,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,7,500,4,0.548,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,7,500,5,0.548,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,7,500,1,0.526,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,7,500,2,0.526,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,7,500,3,0.526,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,7,500,4,0.526,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,7,500,5,0.526,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,7,500,1,0.776,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,7,500,2,0.776,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,7,500,3,0.776,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,7,500,4,0.776,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,7,500,5,0.776,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,7,500,1,0.779,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,7,500,2,0.779,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,7,500,3,0.776,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,7,500,4,0.776,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,7,500,5,0.776,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,7,500,1,0.776,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,7,500,2,0.776,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,7,500,3,0.776,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,7,500,4,0.776,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,7,500,5,0.776,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,7,500,1,0.769,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,7,500,2,0.769,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,7,500,3,0.769,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,7,500,4,0.769,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,7,500,5,0.769,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,10,500,1,0.551,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,10,500,2,0.551,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,10,500,3,0.551,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,10,500,4,0.551,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,10,500,5,0.551,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,10,500,1,0.551,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,10,500,2,0.549,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,10,500,3,0.551,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,10,500,4,0.532,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,10,500,5,0.528,2,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,10,500,1,0.551,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,10,500,2,0.551,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,10,500,3,0.551,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,10,500,4,0.551,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,10,500,5,0.551,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,10,500,1,0.53,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,10,500,2,0.53,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,10,500,3,0.53,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,10,500,4,0.53,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,10,500,5,0.53,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,10,500,1,0.764,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,10,500,2,0.764,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,10,500,3,0.764,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,10,500,4,0.764,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,10,500,5,0.764,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,10,500,1,0.76,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,10,500,2,0.764,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,10,500,3,0.76,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,10,500,4,0.764,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,10,500,5,0.764,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,10,500,1,0.764,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,10,500,2,0.764,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,10,500,3,0.764,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,10,500,4,0.764,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,10,500,5,0.764,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,10,500,1,0.753,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,10,500,2,0.753,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,10,500,3,0.753,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,10,500,4,0.753,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,10,500,5,0.753,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,15,500,1,0.539,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,15,500,2,0.539,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,15,500,3,0.539,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,15,500,4,0.539,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,15,500,5,0.539,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,15,500,1,0.539,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,15,500,2,0.53,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,15,500,3,0.539,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,15,500,4,0.533,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,15,500,5,0.531,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,15,500,1,0.539,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,15,500,2,0.539,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,15,500,3,0.539,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,15,500,4,0.539,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,15,500,5,0.539,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,15,500,1,0.539,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,15,500,2,0.539,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,15,500,3,0.539,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,15,500,4,0.539,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,15,500,5,0.539,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,15,500,1,0.758,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,15,500,2,0.758,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,15,500,3,0.758,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,15,500,4,0.758,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,15,500,5,0.758,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,15,500,1,0.758,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,15,500,2,0.758,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,15,500,3,0.758,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,15,500,4,0.748,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,15,500,5,0.748,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,15,500,1,0.758,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,15,500,2,0.758,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,15,500,3,0.758,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,15,500,4,0.758,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,15,500,5,0.758,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,15,500,1,0.727,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,15,500,2,0.727,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,15,500,3,0.727,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,15,500,4,0.727,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,15,500,5,0.727,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,20,500,1,0.537,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,20,500,2,0.537,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,20,500,3,0.537,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,20,500,4,0.537,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,selectkbest,20,500,5,0.537,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,20,500,1,0.537,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,20,500,2,0.54,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,20,500,3,0.531,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,20,500,4,0.537,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,selectkbest,20,500,5,0.54,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,20,500,1,0.537,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,20,500,2,0.537,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,20,500,3,0.537,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,20,500,4,0.537,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,selectkbest,20,500,5,0.537,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,20,500,1,0.542,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,20,500,2,0.542,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,20,500,3,0.542,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,20,500,4,0.542,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,selectkbest,20,500,5,0.542,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,20,500,1,0.755,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,20,500,2,0.755,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,20,500,3,0.755,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,20,500,4,0.755,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,adwin,tstat,20,500,5,0.755,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,20,500,1,0.755,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,20,500,2,0.755,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,20,500,3,0.755,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,20,500,4,0.735,1,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,kswin,tstat,20,500,5,0.755,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,20,500,1,0.755,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,20,500,2,0.755,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,20,500,3,0.755,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,20,500,4,0.755,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,pagehinkley,tstat,20,500,5,0.755,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,20,500,1,0.719,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,20,500,2,0.719,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,20,500,3,0.719,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,20,500,4,0.719,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
hoeffdingtreeclassifier,bollingerband,tstat,20,500,5,0.719,4,"grace_period=200, max_depth=None, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,5,500,1,0.542,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,5,500,2,0.542,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,5,500,3,0.542,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,5,500,4,0.542,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,adwin,selectkbest,5,500,5,0.542,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,5,500,1,0.542,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,5,500,2,0.542,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,5,500,3,0.542,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
extremelyfastdecisiontreeclassifier,kswin,selectkbest,5,500,4,0.542,0,"grace_period=200, max_depth=None, delta=1e-07",AAPL
